Model,MDO3024
Firmware Version,1.10

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4,,
Horizontal Delay,0,,
Sample Interval,0.0004,,
Record Length,100000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,0.5,0.5
Vertical Position,0.96,-1,-1.96
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-1.974360e+01,1.96,-0.3,0.02
-1.974320e+01,2.04,-0.32,0.02
-1.974280e+01,1.96,-0.3,0.04
-1.974240e+01,1.96,-0.32,0.02
-1.974200e+01,2,-0.32,0
-1.974160e+01,2,-0.32,0.02
-1.974120e+01,2,-0.34,0.02
-1.974080e+01,1.96,-0.32,0.02
-1.974040e+01,2,-0.32,0
-1.974000e+01,2.04,-0.3,-0.02
-1.973960e+01,2.04,-0.3,-0.02
-1.973920e+01,2.04,-0.3,0
-1.973880e+01,2,-0.32,0
-1.973840e+01,2,-0.3,-0.06
-1.973800e+01,1.96,-0.3,-0.02
-1.973760e+01,2.04,-0.3,-0.02
-1.973720e+01,2,-0.3,-0.04
-1.973680e+01,2,-0.3,-0.02
-1.973640e+01,1.96,-0.3,-0.02
-1.973600e+01,1.96,-0.28,-0.04
-1.973560e+01,2,-0.3,-0.04
-1.973520e+01,2,-0.3,-0.04
-1.973480e+01,2,-0.3,-0.04
-1.973440e+01,2.04,-0.3,-0.04
-1.973400e+01,2,-0.3,-0.04
-1.973360e+01,2,-0.26,-0.08
-1.973320e+01,2,-0.28,-0.04
-1.973280e+01,2,-0.28,-0.06
-1.973240e+01,1.96,-0.28,-0.06
-1.973200e+01,2,-0.28,-0.06
-1.973160e+01,1.96,-0.26,-0.08
-1.973120e+01,2,-0.28,-0.06
-1.973080e+01,2,-0.28,-0.06
-1.973040e+01,2,-0.24,-0.06
-1.973000e+01,2,-0.26,-0.08
-1.972960e+01,1.96,-0.26,-0.08
-1.972920e+01,2.04,-0.22,-0.1
-1.972880e+01,2.04,-0.24,-0.1
-1.972840e+01,1.96,-0.24,-0.1
-1.972800e+01,1.96,-0.22,-0.1
-1.972760e+01,2,-0.22,-0.1
-1.972720e+01,2,-0.2,-0.1
-1.972680e+01,1.96,-0.2,-0.1
-1.972640e+01,2,-0.2,-0.1
-1.972600e+01,1.96,-0.2,-0.12
-1.972560e+01,2,-0.18,-0.12
-1.972520e+01,1.96,-0.18,-0.12
-1.972480e+01,1.96,-0.16,-0.1
-1.972440e+01,2,-0.16,-0.16
-1.972400e+01,2,-0.16,-0.1
-1.972360e+01,2,-0.14,-0.14
-1.972320e+01,2,-0.14,-0.12
-1.972280e+01,1.96,-0.12,-0.12
-1.972240e+01,2.04,-0.12,-0.12
-1.972200e+01,1.96,-0.12,-0.12
-1.972160e+01,1.96,-0.1,-0.12
-1.972120e+01,2,-0.14,-0.1
-1.972080e+01,2,-0.12,-0.1
-1.972040e+01,2,-0.1,-0.14
-1.972000e+01,2,-0.1,-0.12
-1.971960e+01,1.96,-0.1,-0.1
-1.971920e+01,1.96,-0.1,-0.08
-1.971880e+01,1.96,-0.1,-0.1
-1.971840e+01,2.04,-0.1,-0.1
-1.971800e+01,2,-0.08,-0.1
-1.971760e+01,1.92,-0.1,-0.1
-1.971720e+01,2,-0.08,-0.1
-1.971680e+01,2,-0.06,-0.08
-1.971640e+01,2,-0.06,-0.08
-1.971600e+01,1.96,-0.06,-0.08
-1.971560e+01,2,-0.06,-0.06
-1.971520e+01,1.96,-0.08,-0.08
-1.971480e+01,2,-0.04,-0.08
-1.971440e+01,1.92,-0.06,-0.08
-1.971400e+01,2,-0.06,-0.08
-1.971360e+01,2.04,-0.06,-0.08
-1.971320e+01,1.96,-0.06,-0.08
-1.971280e+01,2.04,-0.04,-0.06
-1.971240e+01,1.96,-0.06,-0.08
-1.971200e+01,2,-0.06,-0.06
-1.971160e+01,2,-0.06,-0.06
-1.971120e+01,1.96,-0.04,-0.06
-1.971080e+01,2,-0.04,-0.06
-1.971040e+01,1.96,-0.04,-0.06
-1.971000e+01,2,-0.06,-0.06
-1.970960e+01,1.96,-0.06,-0.04
-1.970920e+01,1.96,-0.04,-0.04
-1.970880e+01,2.04,-0.04,-0.04
-1.970840e+01,1.96,-0.04,-0.04
-1.970800e+01,2,-0.04,-0.04
-1.970760e+01,2,-0.02,-0.06
-1.970720e+01,2.04,-0.02,-0.02
-1.970680e+01,2,-0.02,-0.02
-1.970640e+01,1.96,-0.04,-0.04
-1.970600e+01,2,-0.02,-0.02
-1.970560e+01,2,-0.04,-0.02
-1.970520e+01,2,-0.04,0
-1.970480e+01,2.04,-0.02,-0.02
-1.970440e+01,1.96,-0.06,0
-1.970400e+01,2,-0.02,0
-1.970360e+01,2,-0.04,-0.02
-1.970320e+01,2,-0.04,-0.02
-1.970280e+01,2,-0.02,0
-1.970240e+01,1.96,-0.02,-0.02
-1.970200e+01,2.04,-0.02,0
-1.970160e+01,2,-0.02,0
-1.970120e+01,2,-0.02,0.02
-1.970080e+01,2,-0.02,0
-1.970040e+01,2,-0.02,0
-1.970000e+01,2,-0.02,0
-1.969960e+01,1.96,-0.02,0.02
-1.969920e+01,1.92,-0.04,0.04
-1.969880e+01,1.96,-0.04,0.02
-1.969840e+01,2,-0.04,0.02
-1.969800e+01,1.96,-0.04,0.04
-1.969760e+01,1.96,-0.02,0.04
-1.969720e+01,1.96,-0.02,0.04
-1.969680e+01,2,-0.04,0.04
-1.969640e+01,1.96,-0.02,0.04
-1.969600e+01,1.96,-0.04,0.04
-1.969560e+01,2,-0.04,0.06
-1.969520e+01,2,-0.06,0.06
-1.969480e+01,2,-0.06,0.06
-1.969440e+01,2,-0.04,0.06
-1.969400e+01,2,-0.04,0.06
-1.969360e+01,1.96,-0.02,0.06
-1.969320e+01,1.96,-0.02,0.08
-1.969280e+01,1.96,-0.04,0.08
-1.969240e+01,2.04,-0.02,0.06
-1.969200e+01,2,-0.04,0.06
-1.969160e+01,2,-0.02,0.08
-1.969120e+01,2.04,-0.06,0.08
-1.969080e+01,2,-0.06,0.08
-1.969040e+01,2,-0.06,0.06
-1.969000e+01,2,-0.02,0.08
-1.968960e+01,2,-0.06,0.08
-1.968920e+01,1.96,-0.04,0.12
-1.968880e+01,2.04,-0.06,0.12
-1.968840e+01,2.08,-0.04,0.06
-1.968800e+01,2,-0.06,0.08
-1.968760e+01,2.04,-0.02,0.08
-1.968720e+01,2,-0.08,0.08
-1.968680e+01,1.96,-0.08,0.1
-1.968640e+01,2,-0.06,0.08
-1.968600e+01,2,-0.06,0.06
-1.968560e+01,2,-0.06,0.08
-1.968520e+01,2,-0.08,0.08
-1.968480e+01,2.04,-0.08,0.06
-1.968440e+01,2,-0.06,0.08
-1.968400e+01,2.04,-0.06,0.08
-1.968360e+01,1.96,-0.04,0.08
-1.968320e+01,2,-0.08,0.08
-1.968280e+01,2,-0.1,0.08
-1.968240e+01,1.96,-0.06,0.08
-1.968200e+01,2,-0.08,0.08
-1.968160e+01,1.96,-0.04,0.08
-1.968120e+01,1.96,-0.06,0.1
-1.968080e+01,2,-0.08,0.08
-1.968040e+01,2,-0.08,0.08
-1.968000e+01,1.96,-0.08,0.04
-1.967960e+01,2,-0.1,0.08
-1.967920e+01,2,-0.06,0.04
-1.967880e+01,1.96,-0.08,0.08
-1.967840e+01,2,-0.08,0.06
-1.967800e+01,2,-0.06,0.06
-1.967760e+01,1.96,-0.1,0.06
-1.967720e+01,2,-0.08,0.06
-1.967680e+01,2.04,-0.08,0.04
-1.967640e+01,1.96,-0.1,0.08
-1.967600e+01,2,-0.1,0.02
-1.967560e+01,2.04,-0.1,0.06
-1.967520e+01,2,-0.1,0.04
-1.967480e+01,1.96,-0.08,0.04
-1.967440e+01,2,-0.08,0.04
-1.967400e+01,2,-0.1,0.04
-1.967360e+01,2,-0.1,0.04
-1.967320e+01,2,-0.08,0.06
-1.967280e+01,2,-0.08,0.04
-1.967240e+01,2,-0.1,0.04
-1.967200e+01,2.04,-0.08,0.06
-1.967160e+01,2.04,-0.08,0.02
-1.967120e+01,2,-0.08,0.02
-1.967080e+01,1.96,-0.08,0.02
-1.967040e+01,2,-0.06,0.02
-1.967000e+01,1.96,-0.06,0.02
-1.966960e+01,1.96,-0.08,0.02
-1.966920e+01,1.96,-0.06,0.02
-1.966880e+01,1.96,-0.06,0.02
-1.966840e+01,2,-0.08,0.02
-1.966800e+01,2,-0.08,0.02
-1.966760e+01,1.96,-0.06,0.02
-1.966720e+01,2,-0.08,0.02
-1.966680e+01,2,-0.04,0.04
-1.966640e+01,1.96,-0.06,0
-1.966600e+01,1.96,-0.08,0.02
-1.966560e+01,2,-0.06,0.02
-1.966520e+01,2.04,-0.02,0.02
-1.966480e+01,2,-0.04,0.02
-1.966440e+01,1.96,-0.04,0.02
-1.966400e+01,2,-0.06,0.02
-1.966360e+01,1.96,-0.04,0
-1.966320e+01,2,-0.02,0.02
-1.966280e+01,2.04,-0.04,0
-1.966240e+01,2,-0.02,0.02
-1.966200e+01,2,-0.04,0
-1.966160e+01,2,0,0
-1.966120e+01,2,-0.02,0.02
-1.966080e+01,1.96,-0.02,0.02
-1.966040e+01,1.96,-0.04,0.02
-1.966000e+01,2.04,-0.02,0.02
-1.965960e+01,1.96,-0.04,0.02
-1.965920e+01,1.96,-0.02,0.02
-1.965880e+01,1.96,-0.02,0.02
-1.965840e+01,1.96,-0.02,0.02
-1.965800e+01,2.04,-0.02,0.02
-1.965760e+01,2,0,0
-1.965720e+01,2,0,0
-1.965680e+01,2,0.02,0
-1.965640e+01,1.96,0,0.02
-1.965600e+01,2,0,0
-1.965560e+01,2.04,0,0
-1.965520e+01,2,0.02,0.02
-1.965480e+01,2,-0.02,0.02
-1.965440e+01,1.96,0,0.02
-1.965400e+01,2,0,0
-1.965360e+01,2,0,0.04
-1.965320e+01,2,0.02,0
-1.965280e+01,1.96,0.02,0.02
-1.965240e+01,1.96,0,0.02
-1.965200e+01,2,0,0.02
-1.965160e+01,1.96,0.02,0.02
-1.965120e+01,2,0.02,0
-1.965080e+01,2,0.02,0
-1.965040e+01,1.96,0.02,0.02
-1.965000e+01,2,0.02,0
-1.964960e+01,1.96,0.02,0.04
-1.964920e+01,2,0,0.02
-1.964880e+01,2,0.02,0.04
-1.964840e+01,2,0.02,0.02
-1.964800e+01,2,0,0.02
-1.964760e+01,2.04,0.02,0.02
-1.964720e+01,2,0.02,0.04
-1.964680e+01,2,0,0.04
-1.964640e+01,2,0,0.02
-1.964600e+01,2,0.02,0.02
-1.964560e+01,2,0.04,0.02
-1.964520e+01,1.96,0.04,0.02
-1.964480e+01,2,0.02,0.04
-1.964440e+01,2,0,0.04
-1.964400e+01,2,0.02,0.02
-1.964360e+01,1.96,0,0.04
-1.964320e+01,1.96,0.02,0.02
-1.964280e+01,2.04,0.02,0.04
-1.964240e+01,1.96,0.04,0.06
-1.964200e+01,2,0,0.04
-1.964160e+01,2,0.04,0.02
-1.964120e+01,2,0.02,0.06
-1.964080e+01,2,0,0.04
-1.964040e+01,2,0,0.04
-1.964000e+01,1.96,0,0.06
-1.963960e+01,1.96,0,0.04
-1.963920e+01,2,0,0.04
-1.963880e+01,2,0,0.04
-1.963840e+01,1.96,0,0.06
-1.963800e+01,1.96,0.02,0.06
-1.963760e+01,2,0,0.06
-1.963720e+01,2,0.02,0.06
-1.963680e+01,2,0,0.08
-1.963640e+01,2,0.02,0.06
-1.963600e+01,2,0.02,0.06
-1.963560e+01,2,0,0.08
-1.963520e+01,2,0,0.08
-1.963480e+01,2,-0.02,0.1
-1.963440e+01,2,-0.02,0.06
-1.963400e+01,1.96,-0.02,0.08
-1.963360e+01,1.96,-0.02,0.08
-1.963320e+01,1.96,-0.02,0.08
-1.963280e+01,2,0,0.1
-1.963240e+01,2,-0.02,0.1
-1.963200e+01,1.96,0,0.1
-1.963160e+01,1.96,-0.02,0.08
-1.963120e+01,2,-0.04,0.1
-1.963080e+01,1.96,-0.02,0.1
-1.963040e+01,2,-0.02,0.12
-1.963000e+01,2,-0.02,0.14
-1.962960e+01,2,-0.02,0.1
-1.962920e+01,1.96,-0.02,0.14
-1.962880e+01,1.96,-0.02,0.14
-1.962840e+01,1.96,-0.04,0.12
-1.962800e+01,2,-0.04,0.14
-1.962760e+01,2,-0.02,0.16
-1.962720e+01,1.96,-0.04,0.12
-1.962680e+01,2,-0.02,0.16
-1.962640e+01,2,-0.04,0.14
-1.962600e+01,2,-0.06,0.14
-1.962560e+01,1.96,-0.04,0.16
-1.962520e+01,2,-0.04,0.16
-1.962480e+01,2,-0.06,0.18
-1.962440e+01,2.04,-0.06,0.16
-1.962400e+01,2,-0.06,0.18
-1.962360e+01,1.96,-0.06,0.18
-1.962320e+01,1.96,-0.08,0.18
-1.962280e+01,2.04,-0.08,0.2
-1.962240e+01,2,-0.06,0.18
-1.962200e+01,1.96,-0.08,0.18
-1.962160e+01,1.96,-0.08,0.18
-1.962120e+01,2.04,-0.08,0.18
-1.962080e+01,1.96,-0.08,0.18
-1.962040e+01,2,-0.1,0.2
-1.962000e+01,2.04,-0.08,0.18
-1.961960e+01,1.96,-0.08,0.22
-1.961920e+01,1.92,-0.08,0.22
-1.961880e+01,2,-0.08,0.22
-1.961840e+01,1.96,-0.1,0.22
-1.961800e+01,2,-0.08,0.24
-1.961760e+01,1.96,-0.1,0.24
-1.961720e+01,2,-0.12,0.22
-1.961680e+01,1.96,-0.12,0.24
-1.961640e+01,2,-0.12,0.24
-1.961600e+01,1.92,-0.12,0.26
-1.961560e+01,2,-0.12,0.26
-1.961520e+01,2,-0.12,0.24
-1.961480e+01,1.96,-0.14,0.26
-1.961440e+01,2,-0.14,0.26
-1.961400e+01,2,-0.14,0.26
-1.961360e+01,2,-0.16,0.24
-1.961320e+01,1.96,-0.16,0.24
-1.961280e+01,1.96,-0.14,0.28
-1.961240e+01,1.96,-0.16,0.26
-1.961200e+01,2.04,-0.18,0.28
-1.961160e+01,1.96,-0.18,0.28
-1.961120e+01,2,-0.18,0.28
-1.961080e+01,1.96,-0.18,0.26
-1.961040e+01,2,-0.18,0.28
-1.961000e+01,2,-0.2,0.28
-1.960960e+01,2,-0.2,0.28
-1.960920e+01,1.96,-0.18,0.26
-1.960880e+01,2,-0.2,0.28
-1.960840e+01,2,-0.22,0.28
-1.960800e+01,2,-0.22,0.28
-1.960760e+01,1.96,-0.24,0.26
-1.960720e+01,1.96,-0.24,0.28
-1.960680e+01,2,-0.22,0.22
-1.960640e+01,1.96,-0.26,0.26
-1.960600e+01,2,-0.26,0.26
-1.960560e+01,2,-0.28,0.26
-1.960520e+01,2.04,-0.28,0.24
-1.960480e+01,2.04,-0.28,0.22
-1.960440e+01,2,-0.28,0.22
-1.960400e+01,2.04,-0.28,0.22
-1.960360e+01,2.04,-0.3,0.2
-1.960320e+01,2,-0.3,0.18
-1.960280e+01,2,-0.32,0.18
-1.960240e+01,2.04,-0.3,0.18
-1.960200e+01,1.96,-0.3,0.14
-1.960160e+01,2,-0.32,0.14
-1.960120e+01,1.96,-0.3,0.1
-1.960080e+01,2,-0.34,0.12
-1.960040e+01,2,-0.32,0.12
-1.960000e+01,1.96,-0.3,0.06
-1.959960e+01,2,-0.32,0.08
-1.959920e+01,2,-0.32,0.06
-1.959880e+01,1.96,-0.3,0.04
-1.959840e+01,2,-0.3,0.04
-1.959800e+01,1.96,-0.28,0.02
-1.959760e+01,2,-0.3,0.04
-1.959720e+01,1.96,-0.28,0
-1.959680e+01,1.96,-0.26,0
-1.959640e+01,2,-0.24,0
-1.959600e+01,2,-0.26,-0.04
-1.959560e+01,2,-0.24,0
-1.959520e+01,2,-0.22,-0.04
-1.959480e+01,1.96,-0.2,-0.04
-1.959440e+01,1.96,-0.22,-0.06
-1.959400e+01,1.96,-0.2,-0.04
-1.959360e+01,2.04,-0.18,-0.04
-1.959320e+01,2,-0.2,-0.06
-1.959280e+01,1.96,-0.16,-0.06
-1.959240e+01,2,-0.18,-0.08
-1.959200e+01,2,-0.14,-0.08
-1.959160e+01,1.96,-0.14,-0.06
-1.959120e+01,2,-0.14,-0.06
-1.959080e+01,1.96,-0.14,-0.06
-1.959040e+01,1.96,-0.12,-0.06
-1.959000e+01,1.96,-0.12,-0.06
-1.958960e+01,2,-0.1,-0.06
-1.958920e+01,2,-0.1,-0.08
-1.958880e+01,2.04,-0.1,-0.04
-1.958840e+01,2,-0.08,-0.06
-1.958800e+01,1.96,-0.1,-0.06
-1.958760e+01,1.96,-0.08,-0.06
-1.958720e+01,2,-0.08,-0.06
-1.958680e+01,1.96,-0.06,-0.06
-1.958640e+01,2,-0.04,-0.06
-1.958600e+01,2,-0.06,-0.06
-1.958560e+01,1.96,-0.06,-0.06
-1.958520e+01,2,-0.04,-0.06
-1.958480e+01,1.96,-0.04,-0.04
-1.958440e+01,2,-0.04,-0.06
-1.958400e+01,2,-0.02,-0.04
-1.958360e+01,2,-0.02,-0.04
-1.958320e+01,1.96,0,-0.04
-1.958280e+01,2,0,-0.06
-1.958240e+01,2,0,-0.06
-1.958200e+01,1.96,0,-0.04
-1.958160e+01,1.96,-0.02,-0.04
-1.958120e+01,2,0,-0.04
-1.958080e+01,2,-0.02,-0.06
-1.958040e+01,2,0,-0.02
-1.958000e+01,2,-0.02,-0.02
-1.957960e+01,2,0,-0.02
-1.957920e+01,2,0,-0.02
-1.957880e+01,2.04,0,-0.04
-1.957840e+01,2,0,-0.02
-1.957800e+01,2.04,0,-0.02
-1.957760e+01,1.96,0.02,-0.02
-1.957720e+01,1.96,0,0
-1.957680e+01,1.96,-0.02,0
-1.957640e+01,1.96,0.02,0.02
-1.957600e+01,2,0.04,0
-1.957560e+01,1.96,0.02,0.02
-1.957520e+01,2,0.02,0
-1.957480e+01,2,0.04,0
-1.957440e+01,2,0.02,0.02
-1.957400e+01,1.96,0.02,0.04
-1.957360e+01,1.96,0,0
-1.957320e+01,2,0.04,0.02
-1.957280e+01,2,0.04,0.02
-1.957240e+01,1.96,0,0.04
-1.957200e+01,2,0.02,0.02
-1.957160e+01,1.96,0,0.02
-1.957120e+01,1.96,0,0.06
-1.957080e+01,1.96,0.02,0.04
-1.957040e+01,2,0.02,0.04
-1.957000e+01,1.96,0.02,0.04
-1.956960e+01,2,0.02,0.06
-1.956920e+01,2,0.02,0.06
-1.956880e+01,1.96,0,0.08
-1.956840e+01,1.96,0,0.08
-1.956800e+01,1.96,0,0.08
-1.956760e+01,2,0.02,0.1
-1.956720e+01,2.04,0,0.08
-1.956680e+01,1.96,0.02,0.08
-1.956640e+01,2,0,0.08
-1.956600e+01,2.04,0,0.1
-1.956560e+01,1.96,0,0.08
-1.956520e+01,2,-0.04,0.08
-1.956480e+01,1.96,0,0.1
-1.956440e+01,2,-0.02,0.1
-1.956400e+01,2,-0.02,0.12
-1.956360e+01,1.96,-0.02,0.12
-1.956320e+01,2,-0.04,0.12
-1.956280e+01,2,-0.06,0.1
-1.956240e+01,2,-0.04,0.12
-1.956200e+01,2.04,-0.04,0.1
-1.956160e+01,2,-0.02,0.14
-1.956120e+01,1.96,-0.06,0.14
-1.956080e+01,2,-0.08,0.16
-1.956040e+01,2,-0.04,0.14
-1.956000e+01,1.96,-0.06,0.14
-1.955960e+01,2.04,-0.08,0.14
-1.955920e+01,2,-0.06,0.14
-1.955880e+01,2,-0.06,0.16
-1.955840e+01,1.96,-0.08,0.14
-1.955800e+01,2,-0.06,0.16
-1.955760e+01,1.96,-0.1,0.16
-1.955720e+01,1.96,-0.08,0.16
-1.955680e+01,2,-0.08,0.16
-1.955640e+01,2,-0.1,0.16
-1.955600e+01,1.96,-0.12,0.18
-1.955560e+01,2,-0.1,0.16
-1.955520e+01,2,-0.12,0.18
-1.955480e+01,2,-0.1,0.16
-1.955440e+01,2,-0.12,0.16
-1.955400e+01,1.96,-0.12,0.14
-1.955360e+01,1.96,-0.12,0.18
-1.955320e+01,1.96,-0.12,0.16
-1.955280e+01,1.96,-0.14,0.16
-1.955240e+01,2.04,-0.14,0.14
-1.955200e+01,2,-0.14,0.14
-1.955160e+01,1.96,-0.14,0.14
-1.955120e+01,1.96,-0.14,0.14
-1.955080e+01,1.96,-0.16,0.16
-1.955040e+01,1.96,-0.16,0.14
-1.955000e+01,2,-0.14,0.14
-1.954960e+01,1.96,-0.16,0.14
-1.954920e+01,2,-0.16,0.12
-1.954880e+01,2,-0.14,0.1
-1.954840e+01,2,-0.16,0.14
-1.954800e+01,2,-0.14,0.12
-1.954760e+01,2,-0.16,0.12
-1.954720e+01,1.96,-0.16,0.12
-1.954680e+01,2.04,-0.16,0.1
-1.954640e+01,2,-0.16,0.14
-1.954600e+01,1.96,-0.16,0.1
-1.954560e+01,2.04,-0.14,0.1
-1.954520e+01,2,-0.16,0.08
-1.954480e+01,1.96,-0.16,0.1
-1.954440e+01,2,-0.18,0.08
-1.954400e+01,1.96,-0.16,0.08
-1.954360e+01,1.96,-0.16,0.08
-1.954320e+01,2.04,-0.16,0.1
-1.954280e+01,2,-0.16,0.08
-1.954240e+01,1.96,-0.16,0.06
-1.954200e+01,2,-0.16,0.04
-1.954160e+01,2,-0.14,0.06
-1.954120e+01,2,-0.16,0.08
-1.954080e+01,1.92,-0.16,0.04
-1.954040e+01,2,-0.16,0.04
-1.954000e+01,1.96,-0.16,0.04
-1.953960e+01,2.04,-0.16,0.04
-1.953920e+01,1.96,-0.14,0.02
-1.953880e+01,2,-0.16,0.02
-1.953840e+01,1.96,-0.14,0
-1.953800e+01,1.96,-0.14,0
-1.953760e+01,2,-0.16,0.02
-1.953720e+01,1.96,-0.14,0.02
-1.953680e+01,2,-0.14,0.02
-1.953640e+01,2,-0.14,-0.02
-1.953600e+01,1.96,-0.14,0.02
-1.953560e+01,1.96,-0.14,-0.02
-1.953520e+01,2.04,-0.12,-0.02
-1.953480e+01,1.96,-0.12,-0.06
-1.953440e+01,2,-0.14,-0.04
-1.953400e+01,1.96,-0.12,-0.02
-1.953360e+01,2,-0.14,-0.06
-1.953320e+01,2,-0.12,-0.08
-1.953280e+01,2,-0.12,-0.08
-1.953240e+01,2,-0.1,-0.06
-1.953200e+01,1.96,-0.1,-0.08
-1.953160e+01,2,-0.1,-0.1
-1.953120e+01,2,-0.08,-0.08
-1.953080e+01,1.96,-0.1,-0.08
-1.953040e+01,2,-0.06,-0.08
-1.953000e+01,2,-0.08,-0.1
-1.952960e+01,1.96,-0.08,-0.1
-1.952920e+01,2,-0.06,-0.12
-1.952880e+01,2.04,-0.06,-0.1
-1.952840e+01,1.96,-0.06,-0.1
-1.952800e+01,1.96,-0.08,-0.12
-1.952760e+01,2,-0.04,-0.1
-1.952720e+01,2,-0.06,-0.12
-1.952680e+01,2.04,-0.02,-0.12
-1.952640e+01,1.96,-0.02,-0.12
-1.952600e+01,1.96,-0.02,-0.12
-1.952560e+01,2,-0.02,-0.1
-1.952520e+01,1.96,-0.02,-0.12
-1.952480e+01,2.04,-0.02,-0.12
-1.952440e+01,2,-0.02,-0.12
-1.952400e+01,1.96,0.02,-0.12
-1.952360e+01,2.04,0.02,-0.1
-1.952320e+01,2,0,-0.12
-1.952280e+01,2,0.02,-0.12
-1.952240e+01,2,0,-0.12
-1.952200e+01,2,0.04,-0.12
-1.952160e+01,1.96,0,-0.12
-1.952120e+01,2,0.02,-0.1
-1.952080e+01,2,0,-0.12
-1.952040e+01,2.04,0.02,-0.12
-1.952000e+01,2,0.04,-0.1
-1.951960e+01,2,0.04,-0.12
-1.951920e+01,2,0.04,-0.1
-1.951880e+01,2,0.04,-0.12
-1.951840e+01,2,0.06,-0.1
-1.951800e+01,2,0.06,-0.1
-1.951760e+01,2.04,0.04,-0.08
-1.951720e+01,1.96,0.06,-0.1
-1.951680e+01,2.04,0.04,-0.08
-1.951640e+01,2,0.08,-0.08
-1.951600e+01,2.04,0.06,-0.06
-1.951560e+01,2,0.06,-0.08
-1.951520e+01,2,0.06,-0.08
-1.951480e+01,2,0.08,-0.06
-1.951440e+01,1.96,0.06,-0.06
-1.951400e+01,1.96,0.04,-0.08
-1.951360e+01,2,0.04,-0.04
-1.951320e+01,1.96,0.06,-0.06
-1.951280e+01,2,0.06,-0.06
-1.951240e+01,2,0.06,-0.06
-1.951200e+01,2,0.06,-0.04
-1.951160e+01,2.04,0.06,-0.04
-1.951120e+01,2,0.08,-0.04
-1.951080e+01,1.96,0.06,-0.06
-1.951040e+01,1.96,0.04,-0.06
-1.951000e+01,2,0.04,-0.02
-1.950960e+01,2,0.04,-0.04
-1.950920e+01,1.96,0.08,-0.04
-1.950880e+01,1.96,0.04,-0.04
-1.950840e+01,2,0.06,-0.02
-1.950800e+01,1.96,0.06,-0.04
-1.950760e+01,2,0.04,-0.04
-1.950720e+01,2,0.06,-0.04
-1.950680e+01,2,0.06,0
-1.950640e+01,2,0.06,-0.02
-1.950600e+01,2,0.04,-0.02
-1.950560e+01,2,0.04,0
-1.950520e+01,2.04,0.04,-0.02
-1.950480e+01,2.04,0.04,-0.02
-1.950440e+01,2,0.04,-0.02
-1.950400e+01,2.04,0.04,0
-1.950360e+01,2,0.04,-0.02
-1.950320e+01,2,0.04,-0.02
-1.950280e+01,2,0.04,-0.02
-1.950240e+01,1.96,0.04,0
-1.950200e+01,2,0.04,-0.04
-1.950160e+01,1.96,0.06,0
-1.950120e+01,2,0.06,-0.02
-1.950080e+01,2,0.06,0
-1.950040e+01,2,0.06,0
-1.950000e+01,2,0.08,-0.02
-1.949960e+01,2,0.04,0
-1.949920e+01,2,0.06,-0.02
-1.949880e+01,2,0.04,0
-1.949840e+01,2,0.04,0
-1.949800e+01,1.96,0.06,0
-1.949760e+01,2,0.04,0.02
-1.949720e+01,1.96,0.06,0.02
-1.949680e+01,1.96,0.04,0
-1.949640e+01,2,0.06,0.02
-1.949600e+01,2,0.04,0
-1.949560e+01,2,0.06,0
-1.949520e+01,2,0.06,0
-1.949480e+01,2,0.06,0.02
-1.949440e+01,2.04,0.04,0.02
-1.949400e+01,2,0.04,0.02
-1.949360e+01,2,0.06,0
-1.949320e+01,2,0.04,0.02
-1.949280e+01,2.04,0.04,0.02
-1.949240e+01,1.96,0.04,0
-1.949200e+01,1.96,0.04,0.06
-1.949160e+01,1.96,0.04,0.02
-1.949120e+01,2.04,0.04,0.02
-1.949080e+01,2,0.04,0.04
-1.949040e+01,1.96,0.06,0.04
-1.949000e+01,2.04,0.04,0.04
-1.948960e+01,1.96,0.04,0.04
-1.948920e+01,1.96,0.04,0.04
-1.948880e+01,2,0.04,0.04
-1.948840e+01,2,0.04,0.06
-1.948800e+01,1.96,0.04,0.06
-1.948760e+01,1.96,0.06,0.04
-1.948720e+01,1.96,0.02,0.04
-1.948680e+01,1.96,0.04,0.06
-1.948640e+01,2,0.04,0.04
-1.948600e+01,2,0.02,0.04
-1.948560e+01,2.04,0.02,0.06
-1.948520e+01,1.96,0.04,0.04
-1.948480e+01,1.96,0.04,0.04
-1.948440e+01,2,0.02,0.06
-1.948400e+01,2,0.02,0.06
-1.948360e+01,2,0,0.08
-1.948320e+01,1.96,0.02,0.08
-1.948280e+01,2,0.02,0.04
-1.948240e+01,1.96,0,0.06
-1.948200e+01,2,0,0.04
-1.948160e+01,2,0.04,0.08
-1.948120e+01,1.96,0.02,0.08
-1.948080e+01,2,0,0.06
-1.948040e+01,2,-0.02,0.08
-1.948000e+01,1.96,-0.02,0.08
-1.947960e+01,2,0,0.08
-1.947920e+01,1.96,0,0.06
-1.947880e+01,1.96,0,0.06
-1.947840e+01,1.96,0,0.06
-1.947800e+01,2,0,0.08
-1.947760e+01,2,0,0.06
-1.947720e+01,2,-0.02,0.06
-1.947680e+01,2,0,0.06
-1.947640e+01,2,0,0.08
